[					
]					
㐦					
䪚	d,,a,,1	t,,a,p,8			
䪡		z,,ai,,1			
䪢		z,,ai,,1			
䪮	ch,,ou,,3	z,,aau,,1			
䪯	,i,i,ng,1	,,a,ng,1			
䫞	q,i,ao,,1	k,i,u,,5			
䫟	h,,u,n,4	,u,a,n,6			
䫠	p,,i,,1	p,,ei,,1			
䫡	,i,a,n,2	h,,i,m,3|ng,,a,m,4			
䫢	s,,i,,1	s,,i,,1			
䫣	x,,i,,2	h,,aai,,4|k,,aai,,3|k,,i,t,8			
䫤	m,,i,ng,2	m,,a,ng,1|m,,i,ng,4			
䫥	k,u,i,,3	ng,,aai,,5			
䫦	g,,e,,2	g,,o,k,8|h,,aa,p,8|k,,oi,,3			
䫧					
䬘	x,i,ao,,1	g,u,i,k,7|h,,au,,1|h,,ou,,3|m,,a,n,5|z,,i,ng,4			
䬙	,i,ao,,2	z,i,u,,4			
䬚		f,,a,n,3|f,,a,n,4|k,,aau,,1			
䭐	,i,a,ng,4	s,,eoi,,1|z,,oe,ng,6			
䭑	l,i,a,n,2	l,,i,m,4			
䭒	x,,i,,1	s,,i,k,7			
䭓	,,e,n,4	n,,eo,t,9			
䭔	d,u,i,,1	d,,eoi,,1			
䭮	f,,u,,2	b,,au,,1|f,,aa,t,7|h,,eoi,,6|,,o,,1|t,,eoi,,4			
䮜	zh,,a,,2	c,,a,p,8|s,,aa,p,8			
䮝	h,,u,n,2	,u,a,n,4			
䮞	ch,,u,n,3	c,,eo,n,2			
䮟	s,,ou,,1	s,,au,,1			
䮠	b,,i,,1	b,,i,k,7			
䮡	b,,i,,4	b,,ei,,3			
䮢	zh,,a,,2	d,,i,p,9			
䯝	s,u,i,,3	s,,eoi,,5			
䯞	k,u,a,,1	k,u,aa,,1			
䯟	d,u,i,,4	d,,eoi,,6			
䯠	,,ao,,3	f,,aau,,2|,,ou,,2|p,,ei,,3|z,,u,k,7			
䯪	k,,ao,,3	h,,aau,,2			
䰄	s,,ai,,1	s,,oi,,1			
䰅		s,,ou,,1			
䰆	r,,ou,,2	z,,aau,,4			
䰇	q,,i,,2	k,,ei,,4			
䰨	m,,ei,,4	m,,ei,,6			
䰩	ch,,e,,3	c,,i,,2			
䱙	sh,,u,,1	s,,u,k,7			
䱚	l,,u,,4	l,,u,k,9			
䱛	h,u,o,,4	g,u,i,k,7			
䱜	c,u,o,,4	c,,o,k,8			
䱝	p,,ai,,2	p,,aai,,4			
䱞	l,i,u,,2	n,,oi,,6			
䱟	j,,u,,4	g,,oe,ng,3			
䱠	zh,,a,n,4	z,,aa,n,6			
䱡	j,,u,,2	g,,u,k,7			
䱢	zh,,e,ng,1	z,,a,ng,1			
䱣	z,,u,,2	c,i,u,t,8|z,,eo,t,7			
䱤	x,i,a,n,4	h,,aa,m,6			
䱥	zh,,i,,4	d,,ai,,3|z,,aai,,3			
䱦					
䱧					
䱨	l,,a,,4	c,,i,t,8|z,,aai,,3			
䱩					
䱪					
䳝	p,,ou,,3	f,,aau,,2|f,,u,,2			
䳞	b,,e,ng,3	b,,a,ng,1			
䳟	m,,i,ng,2	m,,i,ng,4			
䳠	sh,u,i,,4	s,,eoi,,4|s,,eoi,,6			
䳡	,i,a,n,4	z,,eoi,,1			
䳢	q,,i,,2	h,,ei,,1|k,,ei,,4			
䳣	,iu,a,n,2	z,i,u,n,1			
䳤	b,i,e,,1	b,,i,t,8			
䳥					
䴖	j,,i,ng,1	z,,i,ng,1			
䴧	,u,ei,,1	,u,ai,,1			
䴹	g,u,o,,3	g,u,o,,2			
䴺	b,,u,,4	b,,ou,,6			
䴻	l,,i,,2	l,,ei,,4			
䴼	ch,,a,n,4	c,,a,n,2			
䴽	p,,i,,2	b,,ei,,1|b,,i,k,7|p,,ei,,4			
䵌	x,i,a,n,1	c,,i,m,1			
䵨	m,,a,ng,2	m,,o,ng,4			
䵩	l,,i,,2	l,,ai,,4			
䵷	,u,a,,1	,u,aa,,1			
䶀	t,,a,,4	d,,a,p,9			
䶅	h,,e,,2	k,,o,k,8|l,,o,k,8|l,,o,k,9			
䶌	p,,ao,,4	p,,aau,,3			
䶕	b,,a,,4	b,,aa,,1|p,,aa,,4			
䶖	j,,i,n,4	g,,aa,m,3			
䶯		g,u,aai,,1|g,u,aai,,2|k,u,aai,,1			
儳	ch,,a,n,2	c,,aa,m,3	ch,,a,m,None	s,,a,m,2	s,,a,n,None|z,,a,n,None
儴	r,,a,ng,2	,i,oe,ng,4			s,y,o,u,None|s,,o,u,None
儵	sh,,u,,1	s,,u,k,7|s,,u,k,9	s,w,u,k,None		s,y,u,u,None
劖	ch,,a,n,2	c,,aa,m,4|c,,aa,m,5			s,,a,n,None|z,,a,n,None
勷	r,,a,ng,2	,i,oe,ng,4|s,,oe,ng,1			z,y,o,u,None|,y,o,u,None
勸	q,u,a,n,4	h,i,u,n,3	k,w,e,n,None	kh,uy,ê,n,3	k,,a,n,None|k,,e,n,None
匶	j,i,u,,4		k,w,u,,None		
厴	,i,a,n,3	,i,i,m,2|,i,i,m,3			,,e,n,None
嚥	,i,a,n,4	,i,i,n,1|,i,i,n,3|,i,i,t,8	,y,e,n,None		,,e,n,None
嚦	l,,i,,4	l,,i,k,9		r,,i,ch,7	r,,e,ki,None|r,y,a,ku,None
嚧	l,,u,,2			l,,ơ,,1	r,,o,,None
嚨	l,,o,ng,2	l,,u,ng,4		l,,u,ng,2	r,,o,u,None|r,,u,,None
嚩	m,,o,,2				h,,a,ku,None
嚪	d,,a,n,4	d,,aa,m,6|t,,aa,m,6			t,,a,n,None|d,,a,n,None
嚫	ch,,e,n,4	c,,a,n,3			s,y,i,n,None
嚬	p,,i,n,2	p,,a,n,4	p,,i,n,None		h,,i,n,None|b,,i,n,None
嚭	p,,i,,3	p,,ei,,2			h,,i,,None
嚮	x,i,a,ng,4	h,,@,ng,2|h,,@,ng,3	h,y,a,ng,None		k,,o,u,None|k,y,o,u,None
嚯	h,u,o,,4			,o,a,c,7	
嚰	m,,o,,2				
壚	l,,u,,2	l,,ou,,4	l,,o,,None		r,,o,,None|r,y,o,,None
壛	,i,a,n,2	,i,i,m,4			,,e,n,None
壜	t,,a,n,2		t,,a,m,None		t,,a,n,None|d,,o,n,None
壝	,u,ei,,3	,u,ai,,2	,y,u,,None		,,i,,None|t,,a,,None
壞	h,u,ai,,4	,u,aai,,6	k,,oy,,None|h,,oy,,None	h,o,ai,,4	k,,a,i,None|,,e,,None
壟	l,,o,ng,3	l,,u,ng,5	l,,o,ng,None	l,,u,ng,6	r,y,o,u,None|r,,o,u,None
壠	l,,o,ng,3				r,,o,u,None
壡	r,u,i,,4				,,e,i,None
壢	l,,i,,4	l,,e,k,9|l,,i,k,9		g,,a,ch,8	r,,e,ki,None|r,y,a,ku,None
夒	n,,ao,,2	n,,aau,,4			d,,o,u,None|n,,o,u,None
嬹	x,,i,ng,4				
嬾	l,,a,n,3	l,,aa,n,5	l,,a,n,None		r,,a,n,None
嬿	,i,a,n,4	,i,i,n,3	,y,e,n,None		,,e,n,None
孼	n,i,e,,4	,i,i,t,9	,,e,l,None		g,,e,tsu,None|g,,e,chi,None
寳	b,,ao,,3				h,,o,u,None
寴	q,,i,n,1				s,y,i,n,None
寵	ch,,o,ng,3	c,,u,ng,2	ch,,o,ng,None	s,,u,ng,5	t,y,o,u,None
屫	j,u,e,,2				k,y,a,ku,None
嶻	z,,a,,2				
巃	l,,o,ng,2	l,,u,ng,4			r,,o,u,None|r,,u,,None
巄	l,,o,ng,2				
巅	d,i,a,n,1	d,,i,n,1			
幰	x,i,a,n,3	h,,i,n,2|h,,i,n,3	h,,e,n,None		k,,e,n,None|k,,o,n,None
廬	l,,u,,2	l,,ou,,4	l,y,e,,None		r,y,o,,None|r,,o,,None
廭	j,,i,,5				
彟	,iu,e,,1				k,,a,ku,None
徿	l,,o,ng,4	l,,u,ng,6			
懬	k,u,a,ng,4				k,,o,u,None|k,,a,u,None
懯	f,,u,,1				f,,u,,None
懲	ch,,e,ng,2	c,,i,ng,4	c,,i,ng,None	tr,,ư,ng,2	t,y,o,u,None
懳	h,u,i,,5				
懵	m,,e,ng,3	m,,u,ng,2|m,,u,ng,4|m,,u,ng,5			
懶	l,,a,n,3	l,,aa,n,5	l,,a,,None|l,,a,n,None		r,,a,n,None|r,,a,i,None
懷	h,u,ai,,2	,u,aai,,4	h,,oy,,None	h,o,ai,,2	k,,a,i,None
擥	l,,a,n,3	l,,aa,m,5	l,,a,m,None		r,,a,n,None
攀	p,,a,n,1	p,,aa,n,1	p,,a,n,None		h,,a,n,None
攇	x,i,a,n,3		h,,e,n,None		
攈	j,,u,n,4				k,,u,n,None|k,,i,n,None|h,,i,,None
攉	h,u,o,,1	f,,o,k,8			k,,a,ku,None
攊	l,,i,,4		l,y,e,,None		f,,u,ki,None|r,y,a,ku,None
攋	l,,a,,4	l,,aa,,2|l,,aai,,6			
攌	h,u,a,n,3	,u,aa,n,6			
攍	,i,i,ng,2				
攎	l,,u,,2				
攏	l,,o,ng,3	l,,u,ng,5	l,,o,ng,None	l,,o,ng,1	r,,o,u,None|r,,u,,None
攐	q,i,a,n,1	h,,i,n,1			
攒	z,,a,n,3	c,i,u,n,4|z,,aa,n,2			
斄	l,,i,,2				
斔	,i,u,,3				
旜	zh,,a,n,1				
旝	k,u,ai,,4	k,u,i,,2			
旞	s,u,i,,4				
曝	p,,u,,4	b,,u,k,9	ph,,o,,None|ph,,o,k,None		b,,a,ku,None
曞	l,,i,,4				
曟	ch,,e,n,2				s,y,i,n,None
曠	k,u,a,ng,4	k,u,o,ng,3	k,w,a,ng,None	kh,o,a,ng,5	k,,o,u,None
曡	d,i,e,,2				z,y,o,u,None|t,y,o,u,None
曢	l,i,ao,,3				
櫋	m,i,a,n,2	m,,i,n,4			
櫌	,i,ou,,1	,i,au,,1			,y,u,u,None|,,u,,None
櫍	zh,,i,,4	z,,a,t,7			
櫎	h,u,a,ng,3				
櫏	q,i,a,n,1				
櫐	l,,ei,,3	l,,eoi,,4|l,,eoi,,5			r,,u,i,None|r,,a,i,None
櫑	l,,ei,,2	l,,eoi,,4|l,,eoi,,5			r,,a,i,None
櫒	s,,a,,4				
櫓	l,,u,,3	l,,ou,,5	l,,o,,None		r,,o,,None
櫔	l,,i,,4				r,,e,i,None
櫕	c,u,a,n,2				s,,a,n,None|z,,a,n,None
櫖	l,,v,,4				r,y,o,,None|r,,o,,None
櫗	m,i,e,,4			m,,i,t,7	
櫘	h,u,i,,4				
櫙	,,ou,,1	,,au,,1			
櫚	l,,u,,2	l,,eoi,,3|l,,eoi,,4	l,y,e,,None		r,y,o,,None|r,,o,,None
櫛	zh,,i,,4	z,,i,t,7|z,,i,t,8	c,,u,l,None		s,y,i,tsu,None
櫜	g,,ao,,1	g,,ou,,1	k,,o,,None		k,,o,u,None
櫝	d,,u,,2	d,,u,k,9	t,,o,k,None		t,,o,ku,None|d,,o,ku,None
櫞	,iu,a,n,2	,i,u,n,4	,y,e,n,None		,,e,n,None
櫟	l,,i,,4	l,,i,k,7	l,y,e,k,None	l,,a,c,7	r,,e,ki,None|r,,o,u,None
櫠	f,,ei,,4	f,,ai,,3			
櫡	zh,u,o,,2	z,,oe,k,8|z,i,u,,6			
櫢	s,,ou,,3				
櫣	l,i,a,n,2				
櫤	j,i,a,ng,5				s,,e,n,None
櫥	ch,,u,,2	c,i,u,,4			t,y,u,,None
櫦	q,,i,ng,5				
櫫	zh,,u,,1	z,i,u,,1			
櫭	j,i,e,,2				
歠	ch,u,o,,4	z,i,u,t,8	ch,,e,l,None		s,,e,tsu,None|s,,e,chi,None
殰	d,,u,,2	d,,u,k,9			t,,o,ku,None|d,,o,ku,None
殱	j,i,a,n,5				s,,e,n,None
毉	,i,i,,1	,i,i,,1			,,i,,None|,,e,i,None
氌	l,,u,,3	l,,ou,,5			
濳	q,i,a,n,2	c,,i,m,4	c,,a,m,None		s,,e,n,None
瀕	b,,i,n,1	b,,a,n,1|p,,a,n,4	p,,i,n,None		h,,i,n,None
瀖	h,u,o,,4				
瀗	x,i,a,n,4				k,,e,n,None|k,,o,n,None
瀘	l,,u,,2	l,,ou,,4	l,,o,,None	l,,ư,,1	r,,o,,None
瀙	q,,i,n,4	c,,a,n,3			
瀚	h,,a,n,4	h,,o,n,6	h,,a,n,None		k,,a,n,None
瀛	,i,i,ng,2	,i,i,ng,4	,y,e,ng,None		,,e,i,None
瀜	r,,o,ng,2	,i,u,ng,4	,y,u,ng,None		
瀝	l,,i,,4	l,,i,k,7|l,,i,k,9	l,y,e,k,None	l,,a,ch,8	r,,e,ki,None
瀞	j,,i,ng,4		c,,e,ng,None		z,y,o,u,None|s,,e,i,None
瀟	x,i,ao,,1	s,i,u,,1	s,,o,,None		s,y,o,u,None
瀠	,i,i,ng,2	,i,i,ng,4			,,e,i,None|,y,o,u,None
瀡	s,u,i,,3	s,,eoi,,5			
瀢	,u,ei,,3				
瀣	x,i,e,,4	h,,aai,,6	h,,ay,,None		k,,a,i,None|g,,a,i,None
瀤	h,u,ai,,2				
瀥	x,u,e,,4				
瀦	zh,,u,,1	z,i,u,,1	c,,e,,None		t,y,o,,None
瀧	l,,o,ng,2	l,,u,ng,4|s,,oe,ng,1	l,y,o,ng,None	r,,ô,ng,1	s,,o,u,None|r,,o,u,None
瀨	l,,ai,,4	l,,aai,,6	l,,oy,,None		r,,a,i,None
瀩	d,u,i,,4				
瀪	f,,a,n,2				
瀫	h,,u,,2	h,,u,k,7|h,,u,k,9			
瀬	l,,ai,,4				r,,a,i,None
瀭	sh,,u,,5				
瀮	l,,i,ng,5				
爄	l,,i,,4				
爅	m,,o,,4				
爆	b,,ao,,4	b,,aau,,3	ph,,o,k,None|p,,a,k,None		b,,a,ku,None
爇	r,u,o,,4	,i,u,t,8	s,,e,l,None		z,,e,tsu,None|n,,e,chi,None|z,,e,i,None|n,,e,i,None|n,,e,tsu,None
爈	l,,v,,4				r,y,o,,None|r,,o,,None
爉	l,,a,,4			d,,ô,p,8	r,,o,u,None|r,y,o,u,None
爊	,,ao,,1	ng,,ou,,4			
爌	k,u,a,ng,4	k,,o,ng,3|k,u,o,ng,3	k,w,a,ng,None	q,u,a,ng,3	
爍	sh,u,o,,4	l,,i,k,7|s,,oe,k,8	s,,a,k,None		s,y,a,ku,None
爎	l,i,ao,,5				
爕	x,i,e,,4				
牘	d,,u,,2	d,,u,k,9	t,,o,k,None		t,,o,ku,None
犡	l,,i,,4				
犢	d,,u,,2	d,,u,k,9	t,,o,k,None		t,,o,ku,None
犣	l,i,e,,4	l,,i,p,9			
犤	p,,ai,,2	b,,ei,,1			
犥	p,i,ao,,1				
犦	b,,o,,2	b,,o,k,9			
獸	sh,,ou,,4	s,,au,,3	s,w,u,,None	th,,u,,3	z,y,u,u,None
獹	l,,u,,2				r,,o,,None|r,,u,,None
獺	t,,a,,3	c,,aa,t,8	t,,a,l,None|ch,,a,l,None	r,,ai,,3	d,,a,tsu,None|t,,a,tsu,None
獻	x,i,a,n,4	h,,i,n,3	h,,e,n,None|s,,a,,None	h,i,ê,n,3	k,,e,n,None|k,,o,n,None
璺	,u,e,n,4	m,,a,n,6			
璽	x,,i,,3	s,,aai,,2	s,,ay,,None	t,,i,,5	z,y,i,,None|s,y,i,,None
瓃	l,,ei,,2				
瓄	d,,u,,2				
瓅	l,,i,,4	l,,i,k,7			
瓆	zh,,i,,4		c,,i,l,None		
瓇	r,,ou,,2				
瓈	l,,i,,2	l,,ei,,4			r,,e,i,None|r,,a,i,None|r,,i,,None
瓉	z,,a,n,4				s,,a,n,None|z,,a,n,None
瓊	q,i,o,ng,2	k,,i,ng,4	k,y,e,ng,None	s,,ư,ng,2|q,,uy,nh,2	k,,e,i,None
瓋	t,,i,,4				
瓣	b,,a,n,4	b,,aa,n,6|f,,aa,n,6	ph,,a,n,None		b,,e,n,None
甖	,i,i,ng,1	,,aa,ng,1			,,o,u,None|,,e,i,None|,y,o,u,None
疆	j,i,a,ng,1	g,,oe,ng,1	k,,a,ng,None		k,y,o,u,None
疇	ch,,ou,,2	c,,au,,4	c,w,u,,None		t,y,u,u,None
癟	b,i,e,,3	b,,i,t,9			h,,e,tsu,None|b,,e,chi,None
癠	j,,i,,4	z,,ai,,3|z,,i,k,8			
癡	ch,,i,,1	c,,i,,1	ch,,i,,None	s,,i,,1	t,y,i,,None
癣	x,u,a,n,3	s,,i,n,2			
皩	h,u,a,ng,4				
矃	n,,i,ng,3				g,,e,i,None|,y,o,u,None
矄	x,,u,n,1				
矅	,i,ao,,4				
矆	h,u,o,,4				
矇	m,,e,ng,2	m,,u,ng,4	m,,o,ng,None	m,,ô,ng,1	m,,o,u,None|b,,o,u,None
矈	m,i,a,n,2				b,,e,n,None|m,,e,n,None
矉	p,,i,n,2	p,,a,n,4	p,,i,n,None		h,,i,n,None|b,,i,n,None
矊	m,i,a,n,2	m,,i,n,4			
矱	,iu,e,,1	,u,o,k,8			,w,a,ku,None
礗	p,,i,n,1				
礘	,,e,,4				
礙	,,ai,,4	ng,,oi,,6	,,ay,,None	ng,,ai,,4	g,,a,i,None|g,,e,,None
礚	k,,e,,1				k,,a,i,None
礛	j,i,a,n,1	l,,aa,m,4			
礜	,i,u,,4	,i,u,,5			,y,o,,None
礝	r,u,a,n,3	,i,u,n,5			
礞	m,,e,ng,2	m,,u,ng,4			b,,o,u,None|m,,u,,None
礟	p,,ao,,4	p,,aau,,3			h,,o,u,None
礠	c,,i,,2				z,y,i,,None
礡	b,,o,,2	b,,o,k,8|b,,o,k,9			h,,a,ku,None|b,,a,ku,None
禰	m,,i,,2	n,,ei,,4|n,,ei,,5	n,,i,,None		d,,e,i,None|n,,a,i,None|n,,e,,None
禱	d,,ao,,3	d,,ou,,2|t,,ou,,2	t,,o,,None	đ,,ao,,5	t,,o,u,None
穤	n,u,o,,4				
穥	,i,u,,4				,y,o,,None
穦	p,,i,n,1				
穧	j,,i,,4	z,,ai,,3|z,,ai,,6			s,,e,i,None|z,,a,i,None|s,y,i,,None
穨	t,u,i,,2	t,,eoi,,4			
穩	,u,e,n,3	,u,a,n,2	,,o,n,None	,,u,n,5	,,o,n,None
穪	ch,,e,ng,1				s,y,o,u,None
穫	h,u,o,,4	,u,o,k,9	h,w,a,k,None|h,,o,,None	h,o,a,ch,8	k,,a,ku,None
竆	q,i,o,ng,2	k,,u,ng,4			k,y,u,u,None
簳	g,,a,n,3	g,,o,n,3			k,,a,n,None
簴	j,,u,,4				k,y,o,,None|g,,o,,None
簵	d,,u,,4				
簶	l,,u,,4				r,,o,ku,None
簷	,i,a,n,2	,i,a,m,4|,i,i,m,4|s,,i,m,4	ch,,e,m,None		,,e,n,None|t,,a,n,None
簸	b,,o,,3	b,,o,,2|b,,o,,3	ph,,a,,None		h,,a,,None
簹	d,,a,ng,1	d,,o,ng,1			t,,o,u,None
簺	s,,ai,,4				s,,a,i,None
簻	zh,u,a,,1	g,u,o,,1|g,u,o,,6			
簼	l,,o,ng,2	g,,au,,1			
簽	q,i,a,n,1	c,,i,m,1	ch,,e,m,None		s,,e,n,None
